Stock Name,CTG,CTG,CTG,CTG,CTG,CTG,ACB,ACB,ACB,ACB,ACB,ACB,VCB,VCB,VCB,VCB,VCB,VCB,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,SP500,SP500,SP500,SP500,SP500,SP500,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,NASDAQ,VNM,VNM,VNM,VNM,VNM,VNM,FPT,FPT,FPT,FPT,FPT,FPT,GAS,GAS,GAS,GAS,GAS,GAS,BID,BID,BID,BID,BID,BID
Stock Info,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume,Date,Open,High,Low,Close,Volume
1237,2019-12-18,15061.0,15210.1,15023.7,15023.7,2254613.0,2019-12-16,11421.5,11421.5,11323.1,11323.1,1933420.0,2019-12-18,65581.0,66579.0,65504.0,66579.0,1079164.0,2019-11-29,66.65,67.0,66.47,66.81,46617452,2019-12-02,3143.8,3144.3,3110.8,3113.9,0.0,2019-12-02,8672.84,8672.84,8540.16,8567.99,559257408.0,2019-12-18,94505.0,95793.0,94424.0,95471.0,1680410.0,2019-12-18,32982.4,33339.6,32744.2,33041.9,1622693.0,2019-12-18,97300.0,97800.0,95500.0,95500.0,353770.0,2019-12-18,31986.2,33114.7,31986.2,32686.6,1859133.0
1238,2019-12-19,15061.0,15135.5,14911.8,15023.7,1728332.0,2019-12-17,11323.1,11323.1,11224.6,11224.6,1909586.0,2019-12-19,66579.0,67731.0,66042.0,67578.0,1295089.0,2019-12-02,66.82,67.06,65.86,66.04,94774200,2019-12-03,3087.4,3095.0,3070.3,3093.2,0.0,2019-12-03,8460.72,8523.98,8435.4,8520.64,599917760.0,2019-12-19,95471.0,96598.0,95471.0,96356.0,1899010.0,2019-12-19,33041.9,33458.6,32982.4,33220.5,1297882.0,2019-12-19,96000.0,96800.0,95600.0,95800.0,288330.0,2019-12-19,32764.4,33036.8,32219.7,32842.3,883597.0
1239,2019-12-20,15023.7,15247.4,14986.4,15172.8,1378540.0,2019-12-18,11175.4,11224.6,11076.9,11076.9,2300985.0,2019-12-20,67578.0,67962.0,67424.0,67808.0,496823.0,2019-12-03,64.58,64.88,64.07,64.86,117509072,2019-12-04,3103.5,3119.4,3102.5,3112.8,0.0,2019-12-04,8557.44,8584.88,8552.38,8566.67,571971072.0,2019-12-20,96598.0,96839.0,96195.0,96598.0,2187080.0,2019-12-20,33339.6,33756.3,33220.5,33637.2,1233259.0,2019-12-20,97100.0,97100.0,96000.0,96000.0,193020.0,2019-12-20,32686.6,33309.2,32686.6,33270.3,896665.0
1240,2019-12-23,15210.1,15508.3,15210.1,15321.9,4270486.0,2019-12-19,11126.2,11126.2,11027.7,11076.9,1270376.0,2019-12-23,68269.0,69881.0,68269.0,69805.0,1195931.0,2019-12-04,65.27,65.83,65.17,65.44,67241552,2019-12-05,3119.2,3119.4,3103.8,3117.4,0.0,2019-12-05,8587.93,8588.89,8541.92,8570.7,536688960.0,2019-12-23,96598.0,96598.0,94988.0,94988.0,943320.0,2019-12-23,33875.4,33934.9,33339.6,33399.1,1215643.0,2019-12-23,96500.0,96900.0,95500.0,95800.0,382060.0,2019-12-23,33270.3,34982.5,33270.3,34826.8,3072134.0
1241,2019-12-24,15396.5,15396.5,15210.1,15359.2,1619333.0,2019-12-20,11126.2,11175.4,11076.9,11175.4,2119385.0,2019-12-24,69728.0,69728.0,68269.0,69114.0,647698.0,2019-12-05,65.95,66.47,65.68,66.39,74645376,2019-12-06,3134.6,3150.6,3134.6,3145.9,0.0,2019-12-06,8634.25,8665.44,8630.58,8656.53,527651712.0,2019-12-24,94988.0,95632.0,94988.0,95471.0,692400.0,2019-12-24,33577.7,33637.2,33399.1,33577.7,1098364.0,2019-12-24,95600.0,96400.0,95600.0,96300.0,201150.0,2019-12-24,34671.2,35138.1,34476.6,34943.6,932610.0
1242,2019-12-25,15284.6,15508.3,15284.6,15359.2,1782812.0,2019-12-23,11175.4,11323.1,11175.4,11224.6,3627992.0,2019-12-25,69114.0,69805.0,68346.0,69037.0,294603.0,2019-12-06,66.87,67.75,66.83,67.68,106189968,2019-12-09,3141.9,3148.9,3135.5,3136.0,0.0,2019-12-09,8650.86,8678.85,8619.77,8621.83,547630400.0,2019-12-25,96195.0,96195.0,94746.0,94988.0,649430.0,2019-12-25,33577.7,34470.7,33577.7,34232.6,2546106.0,2019-12-25,96700.0,97400.0,96300.0,96900.0,177680.0,2019-12-25,34321.0,35215.9,34321.0,35177.0,736321.0
1243,2019-12-26,15359.2,15433.8,15247.4,15359.2,2678826.0,2019-12-24,11273.8,11273.8,11175.4,11175.4,1668385.0,2019-12-26,69497.0,69497.0,68346.0,68653.0,515644.0,2019-12-09,67.5,67.7,66.23,66.73,128730576,2019-12-10,3135.4,3142.1,3126.1,3132.5,0.0,2019-12-10,8623.56,8650.76,8600.82,8616.18,515362144.0,2019-12-26,95637.0,95800.0,94988.0,94988.0,414180.0,2019-12-26,34411.2,34589.8,34173.1,34173.1,1784583.0,2019-12-26,97000.0,97300.0,96200.0,96200.0,135710.0,2019-12-26,35060.3,35293.8,34398.8,34398.8,661349.0
1244,2019-12-27,15396.5,15396.5,15172.8,15396.5,2050993.0,2019-12-25,11224.6,11273.8,11126.2,11273.8,2277703.0,2019-12-27,68576.0,69497.0,67808.0,69497.0,636558.0,2019-12-10,67.15,67.52,66.47,67.12,90529536,2019-12-11,3135.8,3144.0,3133.2,3141.6,0.0,2019-12-11,8631.12,8658.48,8622.35,8654.05,486218720.0,2019-12-27,94988.0,96206.0,94176.0,95962.0,460150.0,2019-12-27,34173.1,34411.2,33815.8,34292.1,1594714.0,2019-12-27,96700.0,97200.0,96100.0,97000.0,150260.0,2019-12-27,34398.8,35955.3,34243.1,35955.3,1380968.0
1245,2019-12-30,15433.8,15732.0,15396.5,15694.7,5969364.0,2019-12-26,11224.6,11224.6,11126.2,11126.2,1815586.0,2019-12-30,69497.0,70803.0,69114.0,69881.0,842339.0,2019-12-11,67.2,67.78,67.12,67.69,78893568,2019-12-12,3141.2,3176.3,3138.5,3168.6,0.0,2019-12-12,8645.36,8745.82,8633.6,8717.32,588217728.0,2019-12-30,95637.0,95800.0,94582.0,94582.0,806570.0,2019-12-30,34411.2,35066.1,34292.1,34887.5,4572247.0,2019-12-30,97000.0,97300.0,96400.0,96400.0,224740.0,2019-12-30,36033.1,36694.6,35799.6,35877.5,1097532.0
1246,2019-12-31,15769.3,15806.5,15545.6,15582.9,2249282.0,2019-12-27,11126.2,11175.4,11076.9,11175.4,1840844.0,2019-12-31,69574.0,69958.0,69190.0,69267.0,294463.0,2019-12-12,66.94,68.14,66.83,67.86,137748160,2019-12-13,3166.7,3182.7,3156.5,3168.8,0.0,2019-12-13,8713.91,8768.87,8697.58,8734.88,543978560.0,2019-12-31,96612.0,96612.0,94501.0,94582.0,465170.0,2019-12-31,34887.5,34947.0,34530.3,34708.9,1093492.0,2019-12-31,96800.0,96800.0,93500.0,93700.0,388160.0,2019-12-31,35955.3,36188.8,35721.8,35916.4,792867.0
1247,2020-01-02,15582.9,16216.6,15545.6,16030.2,5611441.0,2019-12-30,11175.4,11273.8,11126.2,11175.4,2778571.0,2020-01-02,69267.0,70189.0,68883.0,69728.0,492906.0,2019-12-13,67.86,68.83,67.73,68.79,133731224,2019-12-16,3183.6,3197.7,3183.6,3191.4,0.0,2019-12-16,8791.31,8833.45,8789.77,8814.23,632709952.0,2020-01-02,94988.0,95962.0,94582.0,95719.0,423240.0,2020-01-02,34708.9,35125.6,34530.3,34887.5,1423096.0,2020-01-02,93700.0,95200.0,93700.0,94600.0,141260.0,2020-01-02,35799.6,36733.5,35721.8,36500.1,1097494.0
1248,2020-01-03,16216.6,16291.2,15843.8,15881.1,4680889.0,2019-12-31,11175.4,11273.8,11076.9,11224.6,3351241.0,2020-01-03,70265.0,70496.0,69037.0,69037.0,684102.0,2019-12-16,69.25,70.2,69.25,69.97,128324416,2019-12-17,3195.4,3198.2,3191.0,3192.5,0.0,2019-12-17,8829.47,8831.99,8804.6,8823.36,594885888.0,2020-01-03,95962.0,96612.0,95962.0,96043.0,750470.0,2020-01-03,35066.1,35185.1,34173.1,34292.1,3249989.0,2020-01-03,94600.0,96400.0,94600.0,94800.0,218980.0,2020-01-03,36850.3,36967.0,36344.4,36344.4,759576.0
1249,2020-01-06,15806.5,16179.3,15732.0,15918.4,4095997.0,2020-01-02,11224.6,11323.1,11175.4,11323.1,2362565.0,2020-01-06,68499.0,68730.0,67194.0,67194.0,1123021.0,2019-12-17,69.89,70.44,69.7,70.1,114303192,2019-12-18,3195.2,3198.5,3191.1,3191.1,0.0,2019-12-18,8834.65,8848.76,8820.42,8827.74,680419008.0,2020-01-06,95800.0,95962.0,94826.0,95313.0,595090.0,2020-01-06,33994.4,34292.1,33815.8,33934.9,1732466.0,2020-01-06,96700.0,98000.0,96200.0,97800.0,431090.0,2020-01-06,36344.4,36344.4,35644.0,35644.0,999230.0
1250,2020-01-07,16104.8,16291.2,15992.9,16179.3,5373941.0,2020-01-03,11323.1,11421.5,11273.8,11323.1,2144041.0,2020-01-07,66810.0,67501.0,65581.0,67424.0,1292933.0,2019-12-18,69.95,70.47,69.78,69.94,116098752,2019-12-19,3192.3,3205.5,3192.3,3205.4,0.0,2019-12-19,8838.97,8888.13,8838.97,8887.22,629569216.0,2020-01-07,95394.0,96449.0,95394.0,96206.0,551420.0,2020-01-07,34113.5,34589.8,33934.9,34589.8,1328701.0,2020-01-07,97700.0,97700.0,96300.0,97100.0,142800.0,2020-01-07,35644.0,36344.4,35177.0,36344.4,662670.0
1251,2020-01-08,16067.5,16514.9,15881.1,16142.1,12731809.0,2020-01-06,11323.1,11323.1,11076.9,11076.9,2612258.0,2020-01-08,66733.0,67501.0,66195.0,66810.0,921629.0,2019-12-19,69.88,70.3,69.74,70.0,98507792,2019-12-20,3223.3,3225.7,3216.0,3221.2,0.0,2019-12-20,8911.84,8931.91,8901.87,8924.95,1599555968.0,2020-01-08,96206.0,96449.0,95394.0,96449.0,1005250.0,2020-01-08,34232.6,34351.7,33815.8,33815.8,2879281.0,2020-01-08,98600.0,99000.0,97000.0,97000.0,439260.0,2020-01-08,35799.6,37278.3,35644.0,36655.7,1548015.0
1252,2020-01-09,16291.2,16850.4,16291.2,16738.5,11090044.0,2020-01-07,11076.9,11175.4,11076.9,11076.9,2134709.0,2020-01-09,67347.0,68269.0,67347.0,68115.0,922127.0,2019-12-20,70.56,70.66,69.64,69.86,276130976,2019-12-23,3226.1,3227.8,3222.3,3224.0,0.0,2019-12-23,8950.2,8956.64,8934.55,8945.65,510227552.0,2020-01-09,96612.0,97018.0,96125.0,96287.0,748960.0,2020-01-09,34113.5,34351.7,33994.4,34292.1,1534710.0,2020-01-09,96000.0,96800.0,94800.0,95200.0,320980.0,2020-01-09,37161.6,38834.8,37044.8,38640.3,1978602.0
1253,2020-01-10,16775.8,17894.2,16775.8,17558.7,18975588.0,2020-01-08,11076.9,11076.9,10830.8,10880.0,4681902.0,2020-01-10,68115.0,69421.0,67501.0,68730.0,1948350.0,2019-12-23,70.13,71.06,70.09,71.0,98711536,2019-12-24,3225.4,3226.4,3220.5,3223.4,0.0,2019-12-24,8955.01,8957.12,8934.36,8952.88,248971888.0,2020-01-10,96287.0,96774.0,96125.0,96531.0,715540.0,2020-01-10,34232.6,34411.2,33994.4,34232.6,1616599.0,2020-01-10,95500.0,96000.0,95000.0,95900.0,160820.0,2020-01-10,38640.3,40469.2,38601.3,39924.4,1894612.0
1254,2020-01-13,17372.3,17894.2,17297.7,17297.7,6863236.0,2020-01-09,10929.2,11126.2,10929.2,11027.7,2888941.0,2020-01-13,68346.0,68960.0,68346.0,68653.0,1332961.0,2019-12-24,71.17,71.22,70.73,71.07,48478856,2019-12-26,3227.2,3240.1,3227.2,3239.9,0.0,2019-12-26,8970.21,9022.46,8968.45,9022.39,394327200.0,2020-01-13,96612.0,96612.0,95313.0,95313.0,495460.0,2020-01-13,34173.1,34292.1,33934.9,33994.4,1248589.0,2020-01-13,95900.0,95900.0,94700.0,95300.0,355190.0,2020-01-13,38834.8,40080.0,38523.5,38990.5,685120.0
1255,2020-01-14,17335.0,17745.1,17297.7,17521.4,9087504.0,2020-01-10,11076.9,11372.3,11076.9,11175.4,4817110.0,2020-01-14,68730.0,69114.0,68422.0,68653.0,1277442.0,2019-12-26,71.2,72.5,71.17,72.48,93336016,2019-12-27,3247.2,3247.9,3234.4,3240.0,0.0,2019-12-27,9049.47,9052.0,8987.32,9006.62,443170208.0,2020-01-14,95313.0,95881.0,95069.0,95637.0,402220.0,2020-01-14,33994.4,34173.1,33934.9,33934.9,1145307.0,2020-01-14,95200.0,96000.0,94900.0,94900.0,166850.0,2020-01-14,38990.5,40080.0,38834.8,38990.5,946042.0
1256,2020-01-15,17521.4,17670.5,17335.0,17596.0,5633693.0,2020-01-13,11273.8,11273.8,11175.4,11273.8,3093961.0,2020-01-15,68806.0,68806.0,68192.0,68576.0,1878094.0,2019-12-27,72.78,73.49,72.03,72.45,146371744,2019-12-30,3240.1,3240.9,3216.6,3221.3,0.0,2019-12-30,9004.45,9006.36,8909.19,8945.99,483983456.0,2020-01-15,95637.0,95719.0,95150.0,95637.0,818090.0,2020-01-15,33934.9,33994.4,33815.8,33934.9,1493162.0,2020-01-15,95000.0,95000.0,93100.0,94000.0,201400.0,2020-01-15,38834.8,39924.4,38834.8,39690.9,874466.0
1257,2020-01-16,17670.5,18602.5,17633.3,18565.2,10329024.0,2020-01-14,11273.8,11569.2,11273.8,11569.2,5793087.0,2020-01-16,68576.0,69344.0,68269.0,68730.0,1494936.0,2019-12-30,72.36,73.17,71.31,72.88,144238464,2019-12-31,3215.2,3231.7,3212.0,3230.8,0.0,2019-12-31,8918.74,8975.35,8912.77,8972.6,554992320.0,2020-01-16,95637.0,96206.0,95150.0,95962.0,654110.0,2020-01-16,33934.9,34649.3,33934.9,34530.3,3083496.0,2020-01-16,94000.0,94300.0,93000.0,93300.0,508390.0,2020-01-16,39690.9,42103.5,39690.9,42025.7,1262832.0
1258,2020-01-17,18788.9,18938.0,18341.6,18602.5,8276909.0,2020-01-15,11569.2,11569.2,11421.5,11470.8,2353521.0,2020-01-17,68730.0,72569.0,68730.0,72569.0,2832452.0,2019-12-31,72.48,73.42,72.38,73.41,100990496,2020-01-02,3244.7,3258.1,3235.5,3257.8,0.0,2020-01-02,9039.46,9093.43,9010.89,9092.19,654950848.0,2020-01-17,95962.0,96287.0,95637.0,96287.0,450040.0,2020-01-17,34530.3,34589.8,33934.9,34292.1,2204044.0,2020-01-17,93300.0,94200.0,92700.0,93200.0,281760.0,2020-01-17,42103.5,42492.6,41325.2,41636.5,809318.0
1259,2020-01-20,18565.2,18863.5,18453.4,18714.4,6114568.0,2020-01-16,11470.8,11815.4,11470.8,11766.2,5727488.0,2020-01-20,72569.0,72800.0,71801.0,72185.0,1061875.0,2020-01-02,74.06,75.15,73.8,75.09,135647456,2020-01-03,3226.4,3246.2,3222.3,3234.8,0.0,2020-01-03,8976.43,9065.76,8976.43,9020.77,618554944.0,2020-01-20,96612.0,96774.0,96125.0,96612.0,592320.0,2020-01-20,34232.6,34530.3,34054.0,34173.1,1947410.0,2020-01-20,93200.0,93600.0,92900.0,93400.0,134180.0,2020-01-20,41636.5,42181.3,41403.1,41480.9,957927.0
1260,2020-01-21,18788.9,19236.3,18714.4,18863.5,7825940.0,2020-01-17,11815.4,11864.6,11667.7,11716.9,5496955.0,2020-01-21,72108.0,72646.0,71878.0,72185.0,956477.0,2020-01-03,74.29,75.14,74.12,74.36,146535520,2020-01-06,3217.6,3246.8,3214.6,3246.3,0.0,2020-01-06,8943.5,9072.41,8943.5,9071.47,690232128.0,2020-01-21,96612.0,98966.0,96287.0,98235.0,1024730.0,2020-01-21,34411.2,34530.3,33041.9,33041.9,6906345.0,2020-01-21,93400.0,94900.0,93400.0,94900.0,180960.0,2020-01-21,41480.9,42414.8,41480.9,42025.7,766694.0
1261,2020-01-22,18863.5,19199.0,18677.1,19087.2,6127203.0,2020-01-20,11716.9,12160.0,11716.9,11963.1,9025611.0,2020-01-22,72185.0,72953.0,71494.0,71724.0,1119958.0,2020-01-06,73.45,74.99,73.19,74.95,118578576,2020-01-07,3241.9,3244.9,3232.4,3237.2,0.0,2020-01-07,9076.65,9091.93,9042.55,9068.58,552230912.0,2020-01-22,98235.0,98966.0,98235.0,98479.0,953330.0,2020-01-22,32744.2,33637.2,32565.6,33637.2,5023891.0,2020-01-22,94900.0,95400.0,94300.0,94900.0,162790.0,2020-01-22,42025.7,43426.5,41870.0,43193.0,982754.0
1262,2020-01-30,18565.2,18900.8,17894.2,18155.2,14609642.0,2020-01-21,12061.5,12160.0,11963.1,12061.5,3607125.0,2020-01-30,70726.0,70957.0,66810.0,68269.0,4519031.0,2020-01-07,74.96,75.22,74.37,74.6,111510624,2020-01-08,3238.6,3267.1,3236.7,3253.1,0.0,2020-01-08,9068.03,9168.89,9059.38,9129.24,595812160.0,2020-01-30,96612.0,97261.0,94338.0,94663.0,1840460.0,2020-01-30,32922.8,33220.5,32089.3,32565.6,4187240.0,2020-01-30,91000.0,93800.0,91000.0,92000.0,379940.0,2020-01-30,42414.8,42726.1,40469.2,41013.9,1746581.0
1263,2020-01-31,18341.6,18826.2,18192.4,18192.4,15250666.0,2020-01-22,12110.8,12110.8,11963.1,12061.5,3197957.0,2020-01-31,67578.0,68960.0,67347.0,68115.0,1620724.0,2020-01-08,74.29,76.11,74.29,75.8,132363784,2020-01-09,3266.0,3275.6,3263.7,3274.7,0.0,2020-01-09,9202.27,9215.95,9158.5,9203.43,601329600.0,2020-01-31,94501.0,94663.0,88087.0,88087.0,2298980.0,2020-01-31,32148.9,32684.7,30958.2,30958.2,6535510.0,2020-01-31,91100.0,91700.0,86000.0,86500.0,551680.0,2020-01-31,40702.6,41714.4,40080.0,40080.0,1452103.0
1264,2020-02-03,17521.4,18788.9,17335.0,18751.6,17901238.0,2020-01-30,11913.8,11963.1,11421.5,11618.5,8633007.0,2020-02-03,64583.0,69267.0,63738.0,68115.0,1859222.0,2020-01-09,76.81,77.61,76.55,77.41,170486176,2020-01-10,3281.8,3283.0,3260.9,3265.3,0.0,2020-01-10,9232.94,9235.2,9164.66,9178.86,585082880.0,2020-02-03,82404.0,89711.0,81998.0,87925.0,2746980.0,2020-02-03,29529.3,31255.8,29172.1,30660.5,5717919.0,2020-02-03,85000.0,85900.0,80600.0,83200.0,565980.0,2020-02-03,38757.0,42803.9,37278.3,41636.5,1965232.0
1265,2020-02-04,18938.0,20056.4,18900.8,20056.4,19170406.0,2020-01-31,11569.2,11716.9,11273.8,11323.1,8619127.0,2020-02-04,68346.0,68960.0,67347.0,68960.0,1427091.0,2020-01-10,77.65,78.17,77.06,77.58,140869088,2020-01-13,3271.1,3288.1,3268.4,3288.1,0.0,2020-01-13,9213.72,9274.49,9193.06,9273.93,605161472.0,2020-02-04,89224.0,89305.0,84515.0,85246.0,2242850.0,2020-02-04,31196.3,31196.3,30362.8,30839.1,2620838.0,2020-02-04,84900.0,85000.0,82000.0,82000.0,376400.0,2020-02-04,42337.0,42570.4,41714.4,42337.0,1768666.0
1266,2020-02-05,20429.2,20727.5,19795.5,19795.5,15142777.0,2020-02-03,10978.5,11323.1,10683.1,11126.2,8998813.0,2020-02-05,69267.0,69421.0,68192.0,68269.0,933152.0,2020-01-13,77.91,79.27,77.79,79.24,122086888,2020-01-14,3285.3,3294.2,3277.2,3283.2,0.0,2020-01-14,9270.61,9298.33,9226.49,9251.33,624219648.0,2020-02-05,86382.0,87438.0,83865.0,86545.0,1854900.0,2020-02-05,31136.8,31434.4,30958.2,30958.2,2616362.0,2020-02-05,83000.0,84000.0,80600.0,81600.0,290230.0,2020-02-05,42726.1,42959.6,41636.5,41636.5,903922.0
1267,2020-02-06,19907.3,20951.1,19646.3,20690.2,13638264.0,2020-02-04,11273.8,11421.5,11076.9,11421.5,4869031.0,2020-02-06,68346.0,69805.0,68192.0,68653.0,1135091.0,2020-01-14,79.17,79.39,78.04,78.17,162613824,2020-01-15,3282.3,3298.7,3280.7,3289.3,0.0,2020-01-15,9253.76,9298.82,9231.14,9258.69,584768000.0,2020-02-06,86057.0,88168.0,85976.0,87275.0,2564430.0,2020-02-06,31255.8,31910.7,30839.1,31910.7,2711471.0,2020-02-06,81600.0,85900.0,81600.0,85900.0,253870.0,2020-02-06,41558.7,42103.5,41247.4,41403.1,1848731.0
1268,2020-02-07,20503.8,20615.6,19870.0,20056.4,11565085.0,2020-02-05,11520.0,11569.2,11273.8,11323.1,5667745.0,2020-02-07,68960.0,69728.0,68346.0,69114.0,1493609.0,2020-01-15,77.96,78.88,77.39,77.83,121923528,2020-01-16,3303.0,3317.1,3302.8,3316.8,0.0,2020-01-16,9313.44,9357.92,9301.32,9357.13,567146304.0,2020-02-07,87438.0,89711.0,87356.0,89467.0,1828060.0,2020-02-07,31553.5,31851.2,31434.4,31732.1,1934015.0,2020-02-07,85900.0,87000.0,85000.0,86000.0,299430.0,2020-02-07,41013.9,41480.9,40157.9,40235.7,1887984.0
1269,2020-02-10,19571.8,20354.7,19534.5,19832.7,8115326.0,2020-02-06,11372.3,11815.4,11323.1,11815.4,6055116.0,2020-02-10,68499.0,68730.0,67962.0,68269.0,774609.0,2020-01-16,78.4,78.92,78.02,78.81,108829016,2020-01-17,3323.7,3329.9,3318.9,3329.6,0.0,2020-01-17,9392.37,9393.48,9346.81,9388.94,659466752.0,2020-02-10,88493.0,88818.0,87113.0,88493.0,1092610.0,2020-02-10,31196.3,31553.5,31017.7,31315.4,1171350.0,2020-02-10,85000.0,86900.0,84000.0,86800.0,282460.0,2020-02-10,39613.1,39846.5,38212.2,38212.2,1398160.0
1270,2020-02-11,20056.4,20690.2,20019.1,20690.2,8728097.0,2020-02-07,11815.4,11864.6,11618.5,11716.9,4077227.0,2020-02-11,68346.0,68730.0,68269.0,68499.0,663788.0,2020-01-17,79.07,79.69,78.75,79.68,137816464,2020-01-21,3321.0,3329.8,3316.6,3320.8,0.0,2020-01-21,9361.07,9397.58,9350.2,9370.81,691597120.0,2020-02-11,88493.0,88493.0,86869.0,87032.0,1063150.0,2020-02-11,31494.0,31970.3,31374.9,31910.7,1722500.0,2020-02-11,86100.0,86800.0,85400.0,85600.0,235700.0,2020-02-11,38212.2,40002.2,38212.2,39535.2,1153412.0
1271,2020-02-12,21212.1,21212.1,20280.1,20280.1,13411399.0,2020-02-10,11716.9,11766.2,11520.0,11618.5,2582104.0,2020-02-12,68960.0,68960.0,68422.0,68653.0,778041.0,2020-01-21,79.3,79.75,79.0,79.14,110843256,2020-01-22,3330.0,3337.8,3320.0,3321.8,0.0,2020-01-22,9413.61,9439.29,9375.13,9383.77,580341376.0,2020-02-12,87681.0,87681.0,87032.0,87032.0,1005800.0,2020-02-12,32029.8,32565.6,31970.3,32208.4,1753430.0,2020-02-12,86600.0,86600.0,85600.0,86000.0,175490.0,2020-02-12,40080.0,40313.5,39457.4,39535.2,886113.0
1272,2020-02-13,20391.9,20578.3,19758.2,20317.4,12243242.0,2020-02-11,11618.5,11716.9,11569.2,11667.7,3782369.0,2020-02-13,68499.0,68730.0,68192.0,68576.0,808053.0,2020-01-22,79.64,80.0,79.33,79.42,101832464,2020-01-23,3315.8,3326.9,3301.9,3325.5,0.0,2020-01-23,9377.72,9409.2,9334.13,9402.48,611038208.0,2020-02-13,87032.0,87275.0,86545.0,86788.0,856270.0,2020-02-13,32208.4,32446.5,31970.3,32327.5,1635516.0,2020-02-13,85800.0,88100.0,85800.0,87500.0,272240.0,2020-02-13,39457.4,39690.9,38834.8,39223.9,727982.0
1273,2020-02-14,20391.9,20391.9,19907.3,19981.9,7884305.0,2020-02-12,11716.9,12652.3,11716.9,12603.1,21361040.0,2020-02-14,68346.0,68960.0,68346.0,68576.0,552253.0,2020-01-23,79.48,79.89,78.91,79.81,104471968,2020-01-24,3333.1,3333.2,3281.5,3295.5,0.0,2020-01-24,9446.2,9451.43,9273.23,9314.91,629464576.0,2020-02-14,87032.0,87194.0,86545.0,86545.0,849700.0,2020-02-14,32208.4,32446.5,32148.9,32446.5,1403290.0,2020-02-14,87500.0,88900.0,87000.0,88500.0,162870.0,2020-02-14,38990.5,39379.6,38912.6,38912.6,788628.0
1274,2020-02-17,20056.4,20168.3,19683.6,19795.5,7509384.0,2020-02-13,12603.1,12652.3,12356.9,12553.8,7664646.0,2020-02-17,68576.0,69037.0,68422.0,68653.0,438816.0,2020-01-24,80.06,80.83,79.38,79.58,146537520,2020-01-27,3247.2,3258.8,3234.5,3243.6,0.0,2020-01-27,9092.46,9185.45,9088.04,9139.31,686776512.0,2020-02-17,86707.0,87356.0,86707.0,87275.0,748020.0,2020-02-17,32506.1,32506.1,32148.9,32267.9,1152782.0,2020-02-17,88500.0,89300.0,87300.0,87300.0,180040.0,2020-02-17,39068.3,40080.0,38990.5,40080.0,1086314.0
1275,2020-02-18,19907.3,20317.4,19832.7,19907.3,9333717.0,2020-02-14,12553.8,13193.9,12553.8,12996.9,16286759.0,2020-02-18,68806.0,68806.0,68346.0,68653.0,552355.0,2020-01-27,77.52,77.94,76.22,77.24,161940016,2020-01-28,3255.3,3285.8,3253.2,3276.2,0.0,2020-01-28,9201.82,9288.87,9182.33,9269.68,530773760.0,2020-02-18,87519.0,87519.0,85489.0,85652.0,1294200.0,2020-02-18,32387.0,33339.6,32327.5,33339.6,2794614.0,2020-02-18,87000.0,87400.0,85800.0,86000.0,215600.0,2020-02-18,40391.3,40936.1,40080.0,40469.2,1106059.0
1276,2020-02-19,19981.9,20280.1,19981.9,20131.0,7609116.0,2020-02-17,12947.7,13144.6,12800.0,12996.9,7646565.0,2020-02-19,68346.0,68730.0,68346.0,68730.0,336877.0,2020-01-28,78.15,79.6,78.05,79.42,162233952,2020-01-29,3289.5,3293.5,3271.9,3273.4,0.0,2020-01-29,9318.26,9329.11,9249.04,9275.16,548873216.0,2020-02-19,85246.0,86626.0,85246.0,86382.0,953360.0,2020-02-19,33280.0,33458.6,33041.9,33161.0,1081145.0,2020-02-19,86000.0,86100.0,85300.0,85300.0,166790.0,2020-02-19,40469.2,40547.0,39846.5,39924.4,468179.0
1277,2020-02-20,20391.9,20652.9,19870.0,20056.4,11630613.0,2020-02-18,12996.9,13341.5,12947.7,13095.4,12783075.0,2020-02-20,68883.0,69421.0,68499.0,68730.0,690469.0,2020-01-29,81.11,81.96,80.34,81.08,216599712,2020-01-30,3256.4,3285.9,3242.8,3283.7,0.0,2020-01-30,9211.15,9303.0,9185.18,9298.93,573683712.0,2020-02-20,86869.0,87275.0,86301.0,86382.0,749540.0,2020-02-20,33399.1,33577.7,33041.9,33220.5,1239147.0,2020-02-20,88000.0,88000.0,85200.0,85300.0,198200.0,2020-02-20,40391.3,40469.2,39846.5,39924.4,695269.0
1278,2020-02-21,19981.9,20056.4,19124.4,19273.6,15552327.0,2020-02-19,13046.2,13144.6,12750.8,12947.7,10343059.0,2020-02-21,68730.0,68730.0,68346.0,68346.0,1146295.0,2020-01-30,80.14,81.02,79.69,80.97,126743232,2020-01-31,3282.3,3282.3,3214.7,3225.5,0.0,2020-01-31,9324.33,9324.8,9123.22,9150.94,695765696.0,2020-02-21,87275.0,88818.0,87275.0,88087.0,1781400.0,2020-02-21,33280.0,33280.0,32565.6,32565.6,2313912.0,2020-02-21,86000.0,86200.0,85400.0,85400.0,171440.0,2020-02-21,39924.4,39924.4,37939.8,38523.5,3293942.0
